Date,Open,High,Low,Close,Adj Close,Volume
1565161200,88.69950103759766,89.94650268554688,87.8499984741211,89.66999816894531,89.66999816894531,90538000
1565247600,90.30000305175781,91.71299743652344,89.90550231933594,91.64450073242188,91.64450073242188,74024000
1565334000,91.44750213623047,91.55449676513672,90.11100006103516,90.37899780273438,90.37899780273438,57596000
1565593200,89.79949951171875,90.04900360107422,88.8499984741211,89.24600219726562,89.24600219726562,58110000
1565679600,89.1500015258789,91.58699798583984,89.0,91.21700286865234,91.21700286865234,79880000
1565766000,89.65049743652344,89.78250122070312,87.86100006103516,88.14800262451172,88.14800262451172,97872000
1565852400,89.09950256347656,89.4000015258789,88.0979995727539,88.80599975585938,88.80599975585938,75182000
1565938800,89.64450073242188,90.14550018310547,89.22750091552734,89.62850189208984,89.62850189208984,60360000
1566198000,90.90399932861328,91.30000305175781,90.63050079345703,90.80599975585938,90.80599975585938,56326000
1566284400,90.7249984741211,90.84100341796875,89.99400329589844,90.06900024414062,90.06900024414062,38590000
1566370800,90.96949768066406,91.47899627685547,90.75,91.177001953125,91.177001953125,40636000
1566457200,91.4000015258789,91.47049713134766,90.00499725341797,90.23300170898438,90.23300170898438,53070000
1566543600,89.65149688720703,90.24500274658203,87.2614974975586,87.48100280761719,87.48100280761719,105416000
1566802800,88.34549713134766,88.5,87.17549896240234,88.44349670410156,88.44349670410156,61600000
1566889200,88.7864990234375,88.97000122070312,87.33399963378906,88.09149932861328,88.09149932861328,60394000
1566975600,87.75,88.39299774169922,87.20249938964844,88.2125015258789,88.2125015258789,48394000
1567062000,89.1500015258789,89.92749786376953,88.86250305175781,89.31999969482422,89.31999969482422,60302000
1567148400,89.87449645996094,89.98699951171875,88.22850036621094,88.81449890136719,88.81449890136719,61174000
1567494000,88.5,90.04000091552734,88.4000015258789,89.49199676513672,89.49199676513672,70860000
1567580400,90.25,90.38150024414062,89.8115005493164,90.03099822998047,90.03099822998047,46482000
1567666800,91.09750366210938,92.0999984741211,90.77899932861328,92.03600311279297,92.03600311279297,66216000
1567753200,91.91100311279297,92.03250122070312,91.31999969482422,91.67549896240234,91.67549896240234,49938000
1568012400,92.05000305175781,92.5,91.23049926757812,91.56749725341797,91.56749725341797,59990000
1568098800,91.13749694824219,91.29049682617188,90.26699829101562,91.02749633789062,91.02749633789062,52278000
1568185200,90.60700225830078,91.6709976196289,90.4540023803711,91.14949798583984,91.14949798583984,48656000
1568271600,91.88150024414062,92.68299865722656,91.71399688720703,92.17749786376953,92.17749786376953,56470000
1568358000,92.10050201416016,92.30599975585938,91.75849914550781,91.96700286865234,91.96700286865234,39426000
1568617200,91.20099639892578,91.28450012207031,90.01000213623047,90.39199829101562,90.39199829101562,73510000
1568703600,90.35399627685547,91.19950103759766,90.20500183105469,91.12750244140625,91.12750244140625,39648000
1568790000,90.85199737548828,91.10299682617188,89.7750015258789,90.87300109863281,90.87300109863281,50112000
1568876400,91.0510025024414,91.62850189208984,90.8949966430664,91.07499694824219,91.07499694824219,40630000
1568962800,91.08550262451172,91.53150177001953,89.0459976196289,89.70800018310547,89.70800018310547,106838000
1569222000,88.8499984741211,89.63500213623047,88.36599731445312,89.26499938964844,89.26499938964844,58446000
1569308400,89.53050231933594,89.7854995727539,86.77749633789062,87.08049774169922,87.08049774169922,92320000
1569394800,87.36799621582031,88.6500015258789,86.1500015258789,88.41649627685547,88.41649627685547,69864000
1569481200,88.1395034790039,88.16850280761719,86.57499694824219,86.99199676513672,86.99199676513672,70736000
1569567600,87.4000015258789,87.45600128173828,85.69100189208984,86.27249908447266,86.27249908447266,78144000
1569826800,86.34950256347656,86.87300109863281,85.46099853515625,86.79550170898438,86.79550170898438,52894000
1569913200,87.30000305175781,87.77999877929688,86.42050170898438,86.78250122070312,86.78250122070312,61690000
1569999600,86.38700103759766,86.44450378417969,85.25,85.6614990234375,85.6614990234375,66022000
1570086000,85.6500015258789,86.25,84.25299835205078,86.22100067138672,86.22100067138672,69364000
1570172400,86.3010025024414,87.02899932861328,85.96150207519531,86.98249816894531,86.98249816894531,49438000
1570431600,86.58149719238281,87.3915023803711,86.18499755859375,86.63300323486328,86.63300323486328,43094000
1570518000,86.12449645996094,86.3499984741211,85.25,85.27549743652344,85.27549743652344,50840000
1570604400,85.98049926757812,86.49749755859375,85.71800231933594,86.09950256347656,86.09950256347656,40870000
1570690800,86.26200103759766,86.91449737548828,85.6875,86.01300048828125,86.01300048828125,51504000
1570777200,87.14600372314453,87.27249908447266,86.49299621582031,86.59600067138672,86.59600067138672,65100000
1571036400,86.44550323486328,87.09449768066406,86.0999984741211,86.82150268554688,86.82150268554688,38204000
1571122800,87.10700225830078,88.82250213623047,87.03099822998047,88.36900329589844,88.36900329589844,62234000
1571209200,88.66649627685547,89.31199645996094,88.5260009765625,88.87149810791016,88.87149810791016,55268000
1571295600,89.82450103759766,89.94249725341797,89.10099792480469,89.3740005493164,89.3740005493164,52948000
1571382000,89.38999938964844,89.6989974975586,87.45999908447266,87.87550354003906,87.87550354003906,67250000
1571641200,88.48300170898438,89.29399871826172,88.25,89.28299713134766,89.28299713134766,42608000
1571727600,89.40750122070312,89.48899841308594,88.0999984741211,88.2864990234375,88.2864990234375,42234000
1571814000,88.06500244140625,88.50250244140625,87.0999984741211,88.1084976196289,88.1084976196289,42764000
1571900400,88.55449676513672,89.41699981689453,88.01349639892578,89.03900146484375,89.03900146484375,88922000
1571986800,84.87750244140625,88.21050262451172,84.75,88.06649780273438,88.06649780273438,192528000
1572246000,87.40299987792969,88.93499755859375,87.125,88.85399627685547,88.85399627685547,74178000
1572332400,88.7405014038086,88.8499984741211,87.79049682617188,88.135498046875,88.135498046875,45538000
1572418800,88.01200103759766,89.11900329589844,87.95600128173828,88.99949645996094,88.99949645996094,48988000
1572505200,88.79949951171875,89.5999984741211,88.5739974975586,88.83300018310547,88.83300018310547,55624000
1572591600,89.40049743652344,89.87249755859375,89.260498046875,89.5719985961914,89.5719985961914,55808000
1572854400,90.05049896240234,90.75299835205078,90.05049896240234,90.23300170898438,90.23300170898438,55438000
1572940800,90.45800018310547,90.51249694824219,89.69999694824219,90.08550262451172,90.08550262451172,37710000
1573027200,90.05000305175781,90.125,89.42900085449219,89.78849792480469,89.78849792480469,40596000
1573113600,90.18800354003906,90.29499816894531,89.17400360107422,89.41000366210938,89.41000366210938,53022000
1573200000,89.39450073242188,89.49400329589844,88.7020034790039,89.29399871826172,89.29399871826172,42466000
1573459200,88.9000015258789,89.0,88.35649871826172,88.5824966430664,88.5824966430664,38920000
1573545600,88.73300170898438,89.31099700927734,88.59549713134766,88.9000015258789,88.9000015258789,40752000
1573632000,88.66950225830078,88.75,87.36599731445312,87.65550231933594,87.65550231933594,59790000
1573718400,87.57150268554688,88.32949829101562,87.47799682617188,87.7300033569336,87.7300033569336,45296000
1573804800,88.00250244140625,88.08399963378906,86.64299774169922,86.97450256347656,86.97450256347656,78552000
1574064000,86.91500091552734,87.68499755859375,86.135498046875,87.62650299072266,87.62650299072266,56790000
1574150400,87.84950256347656,88.03399658203125,87.15149688720703,87.6395034790039,87.6395034790039,45416000
1574236800,87.45700073242188,88.1259994506836,86.70600128173828,87.27649688720703,87.27649688720703,55800000
1574323200,87.1500015258789,87.34349822998047,86.51799774169922,86.7354965209961,86.7354965209961,53258000
1574409600,86.95099639892578,87.32150268554688,86.55000305175781,87.28600311279297,87.28600311279297,49582000
1574668800,87.6624984741211,88.87100219726562,87.66200256347656,88.69200134277344,88.69200134277344,69724000
1574755200,88.99600219726562,89.85150146484375,88.9175033569336,89.84700012207031,89.84700012207031,63624000
1574841600,90.05000305175781,91.2249984741211,89.8655014038086,90.92549896240234,90.92549896240234,60512000
1575014400,90.88899993896484,91.2344970703125,90.03949737548828,90.04000091552734,90.04000091552734,38468000
1575273600,90.22000122070312,90.27749633789062,88.13400268554688,89.08000183105469,89.08000183105469,78512000
1575360000,88.0,88.64350128173828,87.36150360107422,88.49800109863281,88.49800109863281,67618000
1575446400,88.70050048828125,89.45449829101562,88.01100158691406,88.03450012207031,88.03450012207031,53402000
1575532800,88.17500305175781,88.17500305175781,87.0,87.02400207519531,87.02400207519531,56476000
1575619200,87.55999755859375,87.72000122070312,87.00650024414062,87.58000183105469,87.58000183105469,62348000
1575878400,87.53299713134766,88.34449768066406,87.28050231933594,87.47550201416016,87.47550201416016,48856000
1575964800,87.37000274658203,87.53350067138672,86.75,86.96050262451172,86.96050262451172,50286000
1576051200,87.08350372314453,87.5,86.7854995727539,87.43599700927734,87.43599700927734,41952000
1576137600,87.5,88.19999694824219,87.27200317382812,88.0165023803711,88.0165023803711,61918000
1576224000,88.25,88.44950103759766,87.75,88.0469970703125,88.0469970703125,54914000
1576483200,88.3499984741211,88.4749984741211,87.85250091552734,88.46050262451172,88.46050262451172,62904000
1576569600,88.90049743652344,89.5999984741211,88.86949920654297,89.53299713134766,89.53299713134766,72888000
1576656000,89.7509994506836,89.91000366210938,89.11799621582031,89.20149993896484,89.20149993896484,67028000
1576742400,89.0250015258789,89.64949798583984,88.7030029296875,89.61399841308594,89.61399841308594,53056000
1576828800,89.98100280761719,90.14849853515625,89.12249755859375,89.32499694824219,89.32499694824219,103016000
1577088000,89.41300201416016,89.6500015258789,89.22550201416016,89.6500015258789,89.6500015258789,42728000
1577174400,89.69049835205078,89.77850341796875,89.37899780273438,89.46050262451172,89.46050262451172,17626000
1577347200,90.05049896240234,93.52300262451172,89.9749984741211,93.4384994506836,93.4384994506836,120108000
1577433600,94.14600372314453,95.06999969482422,93.30049896240234,93.48999786376953,93.48999786376953,123732000
1577692800,93.69999694824219,94.19999694824219,92.03099822998047,92.34449768066406,92.34449768066406,73494000
1577779200,92.0999984741211,92.66300201416016,91.61150360107422,92.39199829101562,92.39199829101562,50130000
1577952000,93.75,94.90049743652344,93.2074966430664,94.90049743652344,94.90049743652344,80580000
1578038400,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,93.74849700927734,75288000
1578297600,93.0,95.18450164794922,93.0,95.14399719238281,95.14399719238281,81236000
1578384000,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,95.34300231933594,80898000
1578470400,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,94.59850311279297,70160000
1578556800,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,95.05249786376953,63346000
1578643200,95.26850128173828,95.34700012207031,94.0,94.15799713134766,94.15799713134766,57074000
1578902400,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,94.56500244140625,55616000
1578988800,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,93.47200012207031,68818000
1579075200,93.61250305175781,93.94300079345703,92.75450134277344,93.10099792480469,93.10099792480469,57932000
1579161600,94.14949798583984,94.27950286865234,93.3010025024414,93.89700317382812,93.89700317382812,53190000
1579248000,94.29450225830078,94.33200073242188,92.86250305175781,93.23600006103516,93.23600006103516,79946000
1579593600,93.25,94.7135009765625,93.0,94.5999984741211,94.5999984741211,74156000
1579680000,94.80449676513672,95.125,94.16699981689453,94.37300109863281,94.37300109863281,64326000
1579766400,94.25550079345703,94.4990005493164,93.63800048828125,94.22899627685547,94.22899627685547,49692000
1579852800,94.56849670410156,94.74949645996094,92.37200164794922,93.08200073242188,93.08200073242188,75324000
1580112000,91.0,92.05000305175781,90.76699829101562,91.41699981689453,91.41699981689453,70570000
1580198400,92.0250015258789,92.90550231933594,91.5009994506836,92.6624984741211,92.6624984741211,56160000
1580284800,93.19999694824219,93.73750305175781,92.7509994506836,92.9000015258789,92.9000015258789,41760000
1580371200,92.9000015258789,93.64350128173828,92.53050231933594,93.53399658203125,93.53399658203125,126548000
1580457600,102.57350158691406,102.78600311279297,100.1135025024414,100.43599700927734,100.43599700927734,311346000
1580716800,100.52999877929688,102.42500305175781,100.01249694824219,100.20999908447266,100.20999908447266,117834000
1580803200,101.49400329589844,102.98999786376953,100.76850128173828,102.4834976196289,102.4834976196289,105786000
1580889600,103.5510025024414,103.5510025024414,101.5999984741211,101.99349975585938,101.99349975585938,87524000
1580976000,102.0510025024414,102.81500244140625,101.23999786376953,102.5114974975586,102.5114974975586,63660000
1581062400,102.09950256347656,104.92649841308594,101.90499877929688,103.96399688720703,103.96399688720703,101906000
1581321600,104.25050354003906,106.77999877929688,104.24800109863281,106.69550323486328,106.69550323486328,101124000
1581408000,107.54499816894531,109.29750061035156,106.80000305175781,107.54000091552734,107.54000091552734,114920000
1581494400,108.16000366210938,109.01249694824219,107.7645034790039,108.0,108.0,66686000
1581580800,107.24949645996094,108.51399993896484,107.0999984741211,107.49349975585938,107.49349975585938,60636000
